Rk,Year,Date,Region,Round,School,PTS,Opponent,PTS,OT,Diff,Location
1317,2008,20-Mar-08,West,First Round,8ÊBrigham Young,62,9ÊTexas A&M,67,,-5,"Anaheim, CA"
1318,2008,20-Mar-08,West,First Round,15ÊBelmont,70,2ÊDuke,71,,-1,"Washington, DC"
1319,2008,20-Mar-08,West,First Round,11ÊBaylor,79,6ÊPurdue,90,,-11,"Washington, DC"
1320,2008,20-Mar-08,West,First Round,10ÊArizona,65,7ÊWest Virginia,75,,-10,"Washington, DC"
1321,2008,18-Mar-08,East,Opening Round,16ÊMount St. Mary's,69,16ÊCoppin State,60,,9,"Dayton, OH"
1322,2008,18-Mar-08,East,Opening Round,16ÊCoppin State,60,16ÊMount St. Mary's,69,,-9,"Dayton, OH"
1323,2007,2-Apr-07,National,National Final,1ÊOhio State,75,1ÊFlorida,84,,-9,"Atlanta, GA"
1324,2007,2-Apr-07,National,National Final,1ÊFlorida,84,1ÊOhio State,75,,9,"Atlanta, GA"
1325,2007,31-Mar-07,National,National Semifinal,2ÊUCLA,66,1ÊFlorida,76,,-10,"Atlanta, GA"
1326,2007,31-Mar-07,National,National Semifinal,1ÊOhio State,67,2ÊGeorgetown,60,,7,"Atlanta, GA"
1327,2007,31-Mar-07,National,National Semifinal,2ÊGeorgetown,60,1ÊOhio State,67,,-7,"Atlanta, GA"
1328,2007,31-Mar-07,National,National Semifinal,1ÊFlorida,76,2ÊUCLA,66,,10,"Atlanta, GA"
1329,2007,25-Mar-07,Midwest,Regional Final,3ÊOregon,77,1ÊFlorida,85,,-8,"St. Louis, MO"
1330,2007,25-Mar-07,East,Regional Final,1ÊNorth Carolina,84,2ÊGeorgetown,96,OT,-12,"East Rutherford, NJ"
1331,2007,25-Mar-07,East,Regional Final,2ÊGeorgetown,96,1ÊNorth Carolina,84,OT,12,"East Rutherford, NJ"
1332,2007,25-Mar-07,Midwest,Regional Final,1ÊFlorida,85,3ÊOregon,77,,8,"St. Louis, MO"
1333,2007,24-Mar-07,West,Regional Final,2ÊUCLA,68,1ÊKansas,55,,13,"San Jose, CA"
1334,2007,24-Mar-07,South,Regional Final,1ÊOhio State,92,2ÊMemphis,76,,16,"San Antonio, TX"
1335,2007,24-Mar-07,South,Regional Final,2ÊMemphis,76,1ÊOhio State,92,,-16,"San Antonio, TX"
1336,2007,24-Mar-07,West,Regional Final,1ÊKansas,55,2ÊUCLA,68,,-13,"San Jose, CA"
1337,2007,23-Mar-07,East,Regional Semifinal,6ÊVanderbilt,65,2ÊGeorgetown,66,,-1,"East Rutherford, NJ"
1338,2007,23-Mar-07,East,Regional Semifinal,5ÊSouthern California,64,1ÊNorth Carolina,74,,-10,"East Rutherford, NJ"
1339,2007,23-Mar-07,Midwest,Regional Semifinal,3ÊOregon,76,7ÊNevada-Las Vegas,72,,4,"St. Louis, MO"
1340,2007,23-Mar-07,East,Regional Semifinal,1ÊNorth Carolina,74,5ÊSouthern California,64,,10,"East Rutherford, NJ"
1341,2007,23-Mar-07,Midwest,Regional Semifinal,7ÊNevada-Las Vegas,72,3ÊOregon,76,,-4,"St. Louis, MO"
1342,2007,23-Mar-07,East,Regional Semifinal,2ÊGeorgetown,66,6ÊVanderbilt,65,,1,"East Rutherford, NJ"
1343,2007,23-Mar-07,Midwest,Regional Semifinal,1ÊFlorida,65,5ÊButler,57,,8,"St. Louis, MO"
1344,2007,23-Mar-07,Midwest,Regional Semifinal,5ÊButler,57,1ÊFlorida,65,,-8,"St. Louis, MO"
1345,2007,22-Mar-07,West,Regional Semifinal,2ÊUCLA,64,3ÊPittsburgh,55,,9,"San Jose, CA"
1346,2007,22-Mar-07,South,Regional Semifinal,3ÊTexas A&M,64,2ÊMemphis,65,,-1,"San Antonio, TX"
1347,2007,22-Mar-07,South,Regional Semifinal,5ÊTennessee,84,1ÊOhio State,85,,-1,"San Antonio, TX"
1348,2007,22-Mar-07,West,Regional Semifinal,4ÊSouthern Illinois,58,1ÊKansas,61,,-3,"San Jose, CA"
1349,2007,22-Mar-07,West,Regional Semifinal,3ÊPittsburgh,55,2ÊUCLA,64,,-9,"San Jose, CA"
1350,2007,22-Mar-07,South,Regional Semifinal,1ÊOhio State,85,5ÊTennessee,84,,1,"San Antonio, TX"
1351,2007,22-Mar-07,South,Regional Semifinal,2ÊMemphis,65,3ÊTexas A&M,64,,1,"San Antonio, TX"
1352,2007,22-Mar-07,West,Regional Semifinal,1ÊKansas,61,4ÊSouthern Illinois,58,,3,"San Jose, CA"
1353,2007,18-Mar-07,Midwest,Second Round,2ÊWisconsin,68,7ÊNevada-Las Vegas,74,,-6,"Chicago, IL"
1354,2007,18-Mar-07,Midwest,Second Round,11ÊWinthrop,61,3ÊOregon,75,,-14,"Spokane, WA"
1355,2007,18-Mar-07,West,Second Round,5ÊVirginia Tech,48,4ÊSouthern Illinois,63,,-15,"Columbus, OH"
1356,2007,18-Mar-07,South,Second Round,4ÊVirginia,74,5ÊTennessee,77,,-3,"Columbus, OH"
1357,2007,18-Mar-07,East,Second Round,4ÊTexas,68,5ÊSouthern California,87,,-19,"Spokane, WA"
1358,2007,18-Mar-07,South,Second Round,5ÊTennessee,77,4ÊVirginia,74,,3,"Columbus, OH"
1359,2007,18-Mar-07,West,Second Round,4ÊSouthern Illinois,63,5ÊVirginia Tech,48,,15,"Columbus, OH"
1360,2007,18-Mar-07,East,Second Round,5ÊSouthern California,87,4ÊTexas,68,,19,"Spokane, WA"
1361,2007,18-Mar-07,Midwest,Second Round,9ÊPurdue,67,1ÊFlorida,74,,-7,"New Orleans, LA"
1362,2007,18-Mar-07,Midwest,Second Round,3ÊOregon,75,11ÊWinthrop,61,,14,"Spokane, WA"
1363,2007,18-Mar-07,Midwest,Second Round,7ÊNevada-Las Vegas,74,2ÊWisconsin,68,,6,"Chicago, IL"
1364,2007,18-Mar-07,South,Second Round,7ÊNevada,62,2ÊMemphis,78,,-16,"New Orleans, LA"
1365,2007,18-Mar-07,South,Second Round,2ÊMemphis,78,7ÊNevada,62,,16,"New Orleans, LA"
1366,2007,18-Mar-07,West,Second Round,8ÊKentucky,76,1ÊKansas,88,,-12,"Chicago, IL"
1367,2007,18-Mar-07,West,Second Round,1ÊKansas,88,8ÊKentucky,76,,12,"Chicago, IL"
1368,2007,18-Mar-07,Midwest,Second Round,1ÊFlorida,74,9ÊPurdue,67,,7,"New Orleans, LA"
1369,2007,17-Mar-07,South,Second Round,9ÊXavier,71,1ÊOhio State,78,OT,-7,"Lexington, KY"
1370,2007,17-Mar-07,East,Second Round,3ÊWashington State,74,6ÊVanderbilt,78,OT,-4,"Sacramento, CA"
1371,2007,17-Mar-07,West,Second Round,11ÊVirginia Commonwealth,79,3ÊPittsburgh,84,OT,-5,"Buffalo, NY"
1372,2007,17-Mar-07,East,Second Round,6ÊVanderbilt,78,3ÊWashington State,74,OT,4,"Sacramento, CA"
1373,2007,17-Mar-07,West,Second Round,2ÊUCLA,54,7ÊIndiana,49,,5,"Sacramento, CA"
1374,2007,17-Mar-07,South,Second Round,3ÊTexas A&M,72,6ÊLouisville,69,,3,"Lexington, KY"
1375,2007,17-Mar-07,West,Second Round,3ÊPittsburgh,84,11ÊVirginia Commonwealth,79,OT,5,"Buffalo, NY"
1376,2007,17-Mar-07,South,Second Round,1ÊOhio State,78,9ÊXavier,71,OT,7,"Lexington, KY"
1377,2007,17-Mar-07,East,Second Round,1ÊNorth Carolina,81,9ÊMichigan State,67,,14,"Winston-Salem, NC"
1378,2007,17-Mar-07,East,Second Round,9ÊMichigan State,67,1ÊNorth Carolina,81,,-14,"Winston-Salem, NC"
1379,2007,17-Mar-07,Midwest,Second Round,4ÊMaryland,59,5ÊButler,62,,-3,"Buffalo, NY"
1380,2007,17-Mar-07,South,Second Round,6ÊLouisville,69,3ÊTexas A&M,72,,-3,"Lexington, KY"
1381,2007,17-Mar-07,West,Second Round,7ÊIndiana,49,2ÊUCLA,54,,-5,"Sacramento, CA"
1382,2007,17-Mar-07,East,Second Round,2ÊGeorgetown,62,7ÊBoston College,55,,7,"Winston-Salem, NC"
1383,2007,17-Mar-07,Midwest,Second Round,5ÊButler,62,4ÊMaryland,59,,3,"Buffalo, NY"
1384,2007,17-Mar-07,East,Second Round,7ÊBoston College,55,2ÊGeorgetown,62,,-7,"Winston-Salem, NC"
1385,2007,16-Mar-07,Midwest,First Round,2ÊWisconsin,76,15ÊTexas A&M-Corpus Christi,63,,13,"Chicago, IL"
1386,2007,16-Mar-07,Midwest,First Round,11ÊWinthrop,74,6ÊNotre Dame,64,,10,"Spokane, WA"
1387,2007,16-Mar-07,West,First Round,5ÊVirginia Tech,54,12ÊIllinois,52,,2,"Columbus, OH"
1388,2007,16-Mar-07,South,First Round,4ÊVirginia,84,13ÊAlbany (NY),57,,27,"Columbus, OH"
1389,2007,16-Mar-07,West,First Round,9ÊVillanova,58,8ÊKentucky,67,,-9,"Chicago, IL"
1390,2007,16-Mar-07,Midwest,First Round,15ÊTexas A&M-Corpus Christi,63,2ÊWisconsin,76,,-13,"Chicago, IL"
1391,2007,16-Mar-07,East,First Round,4ÊTexas,79,13ÊNew Mexico State,67,,12,"Spokane, WA"
1392,2007,16-Mar-07,South,First Round,5ÊTennessee,121,12ÊLong Beach State,86,,35,"Columbus, OH"
1393,2007,16-Mar-07,West,First Round,4ÊSouthern Illinois,61,13ÊHoly Cross,51,,10,"Columbus, OH"
1394,2007,16-Mar-07,East,First Round,5ÊSouthern California,77,12ÊArkansas,60,,17,"Spokane, WA"
1395,2007,16-Mar-07,Midwest,First Round,9ÊPurdue,72,8ÊArizona,63,,9,"New Orleans, LA"
1396,2007,16-Mar-07,Midwest,First Round,3ÊOregon,58,14ÊMiami (OH),56,,2,"Spokane, WA"
1397,2007,16-Mar-07,Midwest,First Round,6ÊNotre Dame,64,11ÊWinthrop,74,,-10,"Spokane, WA"
1398,2007,16-Mar-07,South,First Round,15ÊNorth Texas,58,2ÊMemphis,73,,-15,"New Orleans, LA"
1399,2007,16-Mar-07,West,First Round,16ÊNiagara,67,1ÊKansas,107,,-40,"Chicago, IL"
1400,2007,16-Mar-07,East,First Round,13ÊNew Mexico State,67,4ÊTexas,79,,-12,"Spokane, WA"
