Rk,Year,Date,Region,Round,School,PTS,Opponent,PTS,OT,Diff,Location
743,2012,16-Mar-12,Midwest,Second Round,10ÊPurdue,72,7ÊSaint Mary's (CA),69,,3,"Omaha, NE"
744,2012,16-Mar-12,Midwest,Second Round,13ÊOhio,65,4ÊMichigan,60,,5,"Nashville, TN"
745,2012,16-Mar-12,South,Second Round,7ÊNotre Dame,63,10ÊXavier,67,,-4,"Greensboro, NC"
746,2012,16-Mar-12,Midwest,Second Round,11ÊNorth Carolina State,79,6ÊSan Diego State,65,,14,"Columbus, OH"
747,2012,16-Mar-12,Midwest,Second Round,1ÊNorth Carolina,77,16ÊVermont,58,,19,"Greensboro, NC"
748,2012,16-Mar-12,West,Second Round,15ÊNorfolk State,86,2ÊMissouri,84,,2,"Omaha, NE"
749,2012,16-Mar-12,West,Second Round,2ÊMissouri,84,15ÊNorfolk State,86,,-2,"Omaha, NE"
750,2012,16-Mar-12,West,Second Round,1ÊMichigan State,89,16ÊLong Island University,67,,22,"Columbus, OH"
751,2012,16-Mar-12,Midwest,Second Round,4ÊMichigan,60,13ÊOhio,65,,-5,"Nashville, TN"
752,2012,16-Mar-12,West,Second Round,8ÊMemphis,54,9ÊSaint Louis,61,,-7,"Columbus, OH"
753,2012,16-Mar-12,West,Second Round,16ÊLong Island University,67,1ÊMichigan State,89,,-22,"Columbus, OH"
754,2012,16-Mar-12,South,Second Round,15ÊLehigh,75,2ÊDuke,70,,5,"Greensboro, NC"
755,2012,16-Mar-12,Midwest,Second Round,2ÊKansas,65,15ÊDetroit Mercy,50,,15,"Omaha, NE"
756,2012,16-Mar-12,Midwest,Second Round,3ÊGeorgetown,74,14ÊBelmont,59,,15,"Columbus, OH"
757,2012,16-Mar-12,East,Second Round,3ÊFlorida State,66,14ÊSt. Bonaventure,63,,3,"Nashville, TN"
758,2012,16-Mar-12,West,Second Round,7ÊFlorida,71,10ÊVirginia,45,,26,"Omaha, NE"
759,2012,16-Mar-12,South,Second Round,2ÊDuke,70,15ÊLehigh,75,,-5,"Greensboro, NC"
760,2012,16-Mar-12,Midwest,Second Round,15ÊDetroit Mercy,50,2ÊKansas,65,,-15,"Omaha, NE"
761,2012,16-Mar-12,Midwest,Second Round,8ÊCreighton,58,9ÊAlabama,57,,1,"Greensboro, NC"
762,2012,16-Mar-12,East,Second Round,6ÊCincinnati,65,11ÊTexas,59,,6,"Nashville, TN"
763,2012,16-Mar-12,Midwest,Second Round,14ÊBelmont,59,3ÊGeorgetown,74,,-15,"Columbus, OH"
764,2012,16-Mar-12,Midwest,Second Round,9ÊAlabama,57,8ÊCreighton,58,,-1,"Greensboro, NC"
765,2012,15-Mar-12,East,Second Round,4ÊWisconsin,73,13ÊMontana,49,,24,"Albuquerque, NM"
766,2012,15-Mar-12,South,Second Round,5ÊWichita State,59,12ÊVirginia Commonwealth,62,,-3,"Portland, OR"
767,2012,15-Mar-12,South,Second Round,16ÊWestern Kentucky,66,1ÊKentucky,81,,-15,"Louisville, KY"
768,2012,15-Mar-12,East,Second Round,10ÊWest Virginia,54,7ÊGonzaga,77,,-23,"Pittsburgh, PA"
769,2012,15-Mar-12,South,Second Round,12ÊVirginia Commonwealth,62,5ÊWichita State,59,,3,"Portland, OR"
770,2012,15-Mar-12,East,Second Round,5ÊVanderbilt,79,12ÊHarvard,70,,9,"Albuquerque, NM"
771,2012,15-Mar-12,East,Second Round,1ÊSyracuse,72,16ÊNorth Carolina-Asheville,65,,7,"Pittsburgh, PA"
772,2012,15-Mar-12,East,Second Round,9ÊSouthern Mississippi,64,8ÊKansas State,70,,-6,"Pittsburgh, PA"
773,2012,15-Mar-12,South,Second Round,14ÊSouth Dakota State,60,3ÊBaylor,68,,-8,"Albuquerque, NM"
774,2012,15-Mar-12,East,Second Round,2ÊOhio State,78,15ÊLoyola (MD),59,,19,"Pittsburgh, PA"
775,2012,15-Mar-12,East,Second Round,16ÊNorth Carolina-Asheville,65,1ÊSyracuse,72,,-7,"Pittsburgh, PA"
776,2012,15-Mar-12,South,Second Round,13ÊNew Mexico State,66,4ÊIndiana,79,,-13,"Portland, OR"
777,2012,15-Mar-12,West,Second Round,5ÊNew Mexico,75,12ÊLong Beach State,68,,7,"Portland, OR"
778,2012,15-Mar-12,South,Second Round,6ÊNevada-Las Vegas,64,11ÊColorado,68,,-4,"Albuquerque, NM"
779,2012,15-Mar-12,West,Second Round,6ÊMurray State,58,11ÊColorado State,41,,17,"Louisville, KY"
780,2012,15-Mar-12,East,Second Round,13ÊMontana,49,4ÊWisconsin,73,,-24,"Albuquerque, NM"
781,2012,15-Mar-12,West,Second Round,3ÊMarquette,88,14ÊBrigham Young,68,,20,"Louisville, KY"
782,2012,15-Mar-12,East,Second Round,15ÊLoyola (MD),59,2ÊOhio State,78,,-19,"Pittsburgh, PA"
783,2012,15-Mar-12,West,Second Round,4ÊLouisville,69,13ÊDavidson,62,,7,"Portland, OR"
784,2012,15-Mar-12,West,Second Round,12ÊLong Beach State,68,5ÊNew Mexico,75,,-7,"Portland, OR"
785,2012,15-Mar-12,South,Second Round,1ÊKentucky,81,16ÊWestern Kentucky,66,,15,"Louisville, KY"
786,2012,15-Mar-12,East,Second Round,8ÊKansas State,70,9ÊSouthern Mississippi,64,,6,"Pittsburgh, PA"
787,2012,15-Mar-12,South,Second Round,8ÊIowa State,77,9ÊConnecticut,64,,13,"Louisville, KY"
788,2012,15-Mar-12,South,Second Round,4ÊIndiana,79,13ÊNew Mexico State,66,,13,"Portland, OR"
789,2012,15-Mar-12,East,Second Round,12ÊHarvard,70,5ÊVanderbilt,79,,-9,"Albuquerque, NM"
790,2012,15-Mar-12,East,Second Round,7ÊGonzaga,77,10ÊWest Virginia,54,,23,"Pittsburgh, PA"
791,2012,15-Mar-12,West,Second Round,13ÊDavidson,62,4ÊLouisville,69,,-7,"Portland, OR"
792,2012,15-Mar-12,South,Second Round,9ÊConnecticut,64,8ÊIowa State,77,,-13,"Louisville, KY"
793,2012,15-Mar-12,West,Second Round,11ÊColorado State,41,6ÊMurray State,58,,-17,"Louisville, KY"
794,2012,15-Mar-12,South,Second Round,11ÊColorado,68,6ÊNevada-Las Vegas,64,,4,"Albuquerque, NM"
795,2012,15-Mar-12,West,Second Round,14ÊBrigham Young,68,3ÊMarquette,88,,-20,"Louisville, KY"
796,2012,15-Mar-12,South,Second Round,3ÊBaylor,68,14ÊSouth Dakota State,60,,8,"Albuquerque, NM"
797,2012,14-Mar-12,Midwest,First Round,16ÊVermont,71,16ÊLamar,59,,12,"Dayton, OH"
798,2012,14-Mar-12,Midwest,First Round,12ÊSouth Florida,65,12ÊCalifornia,54,,11,"Dayton, OH"
799,2012,14-Mar-12,Midwest,First Round,16ÊLamar,59,16ÊVermont,71,,-12,"Dayton, OH"
800,2012,14-Mar-12,Midwest,First Round,12ÊCalifornia,54,12ÊSouth Florida,65,,-11,"Dayton, OH"
