Rk,Year,Date,Region,Round,School,PTS,Opponent,PTS,OT,Diff,Location
330,2015,21-Mar-15,South,Third Round,14ÊAlabama-Birmingham,75,11ÊUCLA,92,,-17,"Louisville, KY"
331,2015,20-Mar-15,East,Second Round,12ÊWyoming,54,5ÊNorthern Iowa,71,,-17,"Seattle, WA"
332,2015,20-Mar-15,West,Second Round,1ÊWisconsin,86,16ÊCoastal Carolina,72,,14,"Omaha, NE"
333,2015,20-Mar-15,Midwest,Second Round,7ÊWichita State,81,10ÊIndiana,76,,5,"Omaha, NE"
334,2015,20-Mar-15,Midwest,Second Round,5ÊWest Virginia,68,12ÊBuffalo,62,,6,"Columbus, OH"
335,2015,20-Mar-15,East,Second Round,2ÊVirginia,79,15ÊBelmont,67,,12,"Charlotte, NC"
336,2015,20-Mar-15,Midwest,Second Round,13ÊValparaiso,62,4ÊMaryland,65,,-3,"Columbus, OH"
337,2015,20-Mar-15,South,Second Round,9ÊSt. John's (NY),64,8ÊSan Diego State,76,,-12,"Charlotte, NC"
338,2015,20-Mar-15,South,Second Round,8ÊSan Diego State,76,9ÊSt. John's (NY),64,,12,"Charlotte, NC"
339,2015,20-Mar-15,South,Second Round,16ÊRobert Morris,56,1ÊDuke,85,,-29,"Charlotte, NC"
340,2015,20-Mar-15,East,Second Round,6ÊProvidence,53,11ÊDayton,66,,-13,"Columbus, OH"
341,2015,20-Mar-15,West,Second Round,8ÊOregon,79,9ÊOklahoma State,73,,6,"Omaha, NE"
342,2015,20-Mar-15,West,Second Round,9ÊOklahoma State,73,8ÊOregon,79,,-6,"Omaha, NE"
343,2015,20-Mar-15,East,Second Round,3ÊOklahoma,69,14ÊAlbany (NY),60,,9,"Columbus, OH"
344,2015,20-Mar-15,East,Second Round,5ÊNorthern Iowa,71,12ÊWyoming,54,,17,"Seattle, WA"
345,2015,20-Mar-15,South,Second Round,15ÊNorth Dakota State,76,2ÊGonzaga,86,,-10,"Seattle, WA"
346,2015,20-Mar-15,Midwest,Second Round,15ÊNew Mexico State,56,2ÊKansas,75,,-19,"Omaha, NE"
347,2015,20-Mar-15,East,Second Round,7ÊMichigan State,70,10ÊGeorgia,63,,7,"Charlotte, NC"
348,2015,20-Mar-15,Midwest,Second Round,4ÊMaryland,65,13ÊValparaiso,62,,3,"Columbus, OH"
349,2015,20-Mar-15,East,Second Round,4ÊLouisville,57,13ÊCalifornia-Irvine,55,,2,"Seattle, WA"
350,2015,20-Mar-15,Midwest,Second Round,2ÊKansas,75,15ÊNew Mexico State,56,,19,"Omaha, NE"
351,2015,20-Mar-15,South,Second Round,7ÊIowa,83,10ÊDavidson,52,,31,"Seattle, WA"
352,2015,20-Mar-15,Midwest,Second Round,10ÊIndiana,76,7ÊWichita State,81,,-5,"Omaha, NE"
353,2015,20-Mar-15,South,Second Round,2ÊGonzaga,86,15ÊNorth Dakota State,76,,10,"Seattle, WA"
354,2015,20-Mar-15,East,Second Round,10ÊGeorgia,63,7ÊMichigan State,70,,-7,"Charlotte, NC"
355,2015,20-Mar-15,South,Second Round,1ÊDuke,85,16ÊRobert Morris,56,,29,"Charlotte, NC"
356,2015,20-Mar-15,East,Second Round,11ÊDayton,66,6ÊProvidence,53,,13,"Columbus, OH"
357,2015,20-Mar-15,South,Second Round,10ÊDavidson,52,7ÊIowa,83,,-31,"Seattle, WA"
358,2015,20-Mar-15,West,Second Round,16ÊCoastal Carolina,72,1ÊWisconsin,86,,-14,"Omaha, NE"
359,2015,20-Mar-15,East,Second Round,13ÊCalifornia-Irvine,55,4ÊLouisville,57,,-2,"Seattle, WA"
360,2015,20-Mar-15,Midwest,Second Round,12ÊBuffalo,62,5ÊWest Virginia,68,,-6,"Columbus, OH"
361,2015,20-Mar-15,East,Second Round,15ÊBelmont,67,2ÊVirginia,79,,-12,"Charlotte, NC"
362,2015,20-Mar-15,East,Second Round,14ÊAlbany (NY),60,3ÊOklahoma,69,,-9,"Columbus, OH"
363,2015,19-Mar-15,West,Second Round,6ÊXavier,76,11ÊMississippi,57,,19,"Jacksonville, FL"
364,2015,19-Mar-15,West,Second Round,12ÊWofford,53,5ÊArkansas,56,,-3,"Jacksonville, FL"
365,2015,19-Mar-15,West,Second Round,7ÊVirginia Commonwealth,72,10ÊOhio State,75,OT,-3,"Portland, OR"
366,2015,19-Mar-15,East,Second Round,1ÊVillanova,93,16ÊLafayette,52,,41,"Pittsburgh, PA"
367,2015,19-Mar-15,South,Second Round,5ÊUtah,57,12ÊStephen F. Austin,50,,7,"Portland, OR"
368,2015,19-Mar-15,South,Second Round,11ÊUCLA,60,6ÊSouthern Methodist,59,,1,"Louisville, KY"
369,2015,19-Mar-15,West,Second Round,15ÊTexas Southern,72,2ÊArizona,93,,-21,"Portland, OR"
370,2015,19-Mar-15,Midwest,Second Round,11ÊTexas,48,6ÊButler,56,,-8,"Pittsburgh, PA"
371,2015,19-Mar-15,South,Second Round,12ÊStephen F. Austin,50,5ÊUtah,57,,-7,"Portland, OR"
372,2015,19-Mar-15,South,Second Round,6ÊSouthern Methodist,59,11ÊUCLA,60,,-1,"Louisville, KY"
373,2015,19-Mar-15,Midwest,Second Round,9ÊPurdue,65,8ÊCincinnati,66,OT,-1,"Louisville, KY"
374,2015,19-Mar-15,West,Second Round,10ÊOhio State,75,7ÊVirginia Commonwealth,72,OT,3,"Portland, OR"
375,2015,19-Mar-15,Midwest,Second Round,3ÊNotre Dame,69,14ÊNortheastern,65,,4,"Pittsburgh, PA"
376,2015,19-Mar-15,Midwest,Second Round,14ÊNortheastern,65,3ÊNotre Dame,69,,-4,"Pittsburgh, PA"
377,2015,19-Mar-15,East,Second Round,8ÊNorth Carolina State,66,9ÊLouisiana State,65,,1,"Pittsburgh, PA"
378,2015,19-Mar-15,West,Second Round,4ÊNorth Carolina,67,13ÊHarvard,65,,2,"Jacksonville, FL"
379,2015,19-Mar-15,West,Second Round,11ÊMississippi,57,6ÊXavier,76,,-19,"Jacksonville, FL"
380,2015,19-Mar-15,East,Second Round,9ÊLouisiana State,65,8ÊNorth Carolina State,66,,-1,"Pittsburgh, PA"
381,2015,19-Mar-15,East,Second Round,16ÊLafayette,52,1ÊVillanova,93,,-41,"Pittsburgh, PA"
382,2015,19-Mar-15,Midwest,Second Round,1ÊKentucky,79,16ÊHampton,56,,23,"Louisville, KY"
383,2015,19-Mar-15,South,Second Round,3ÊIowa State,59,14ÊAlabama-Birmingham,60,,-1,"Louisville, KY"
384,2015,19-Mar-15,West,Second Round,13ÊHarvard,65,4ÊNorth Carolina,67,,-2,"Jacksonville, FL"
385,2015,19-Mar-15,Midwest,Second Round,16ÊHampton,56,1ÊKentucky,79,,-23,"Louisville, KY"
386,2015,19-Mar-15,West,Second Round,14ÊGeorgia State,57,3ÊBaylor,56,,1,"Jacksonville, FL"
387,2015,19-Mar-15,South,Second Round,4ÊGeorgetown,84,13ÊEastern Washington,74,,10,"Portland, OR"
388,2015,19-Mar-15,South,Second Round,13ÊEastern Washington,74,4ÊGeorgetown,84,,-10,"Portland, OR"
389,2015,19-Mar-15,Midwest,Second Round,8ÊCincinnati,66,9ÊPurdue,65,OT,1,"Louisville, KY"
390,2015,19-Mar-15,Midwest,Second Round,6ÊButler,56,11ÊTexas,48,,8,"Pittsburgh, PA"
391,2015,19-Mar-15,West,Second Round,3ÊBaylor,56,14ÊGeorgia State,57,,-1,"Jacksonville, FL"
392,2015,19-Mar-15,West,Second Round,5ÊArkansas,56,12ÊWofford,53,,3,"Jacksonville, FL"
393,2015,19-Mar-15,West,Second Round,2ÊArizona,93,15ÊTexas Southern,72,,21,"Portland, OR"
394,2015,19-Mar-15,South,Second Round,14ÊAlabama-Birmingham,60,3ÊIowa State,59,,1,"Louisville, KY"
395,2015,18-Mar-15,South,First Round,16ÊRobert Morris,81,16ÊNorth Florida,77,,4,"Dayton, OH"
396,2015,18-Mar-15,South,First Round,16ÊNorth Florida,77,16ÊRobert Morris,81,,-4,"Dayton, OH"
397,2015,18-Mar-15,East,First Round,11ÊDayton,56,11ÊBoise State,55,,1,"Dayton, OH"
398,2015,18-Mar-15,East,First Round,11ÊBoise State,55,11ÊDayton,56,,-1,"Dayton, OH"
399,2015,17-Mar-15,West,First Round,11ÊMississippi,94,11ÊBrigham Young,90,,4,"Dayton, OH"
400,2015,17-Mar-15,Midwest,First Round,16ÊManhattan,64,16ÊHampton,74,,-10,"Dayton, OH"
