Rk,Year,Date,Region,Round,School,PTS,Opponent,PTS,OT,Diff,Location
533,2014,18-Mar-14,Midwest,First Round,12ÊXavier,59,12ÊNorth Carolina State,74,,-15,"Dayton, OH"
534,2014,18-Mar-14,Midwest,First Round,12ÊNorth Carolina State,74,12ÊXavier,59,,15,"Dayton, OH"
535,2014,18-Mar-14,South,First Round,16ÊMount St. Mary's,64,16ÊAlbany (NY),71,,-7,"Dayton, OH"
536,2014,18-Mar-14,South,First Round,16ÊAlbany (NY),71,16ÊMount St. Mary's,64,,7,"Dayton, OH"
537,2013,8-Apr-13,National,National Final,4ÊMichigan,76,1ÊLouisville,82,,-6,"Atlanta, GA"
538,2013,8-Apr-13,National,National Final,1ÊLouisville,82,4ÊMichigan,76,,6,"Atlanta, GA"
539,2013,6-Apr-13,National,National Semifinal,9ÊWichita State,68,1ÊLouisville,72,,-4,"Atlanta, GA"
540,2013,6-Apr-13,National,National Semifinal,4ÊSyracuse,56,4ÊMichigan,61,,-5,"Atlanta, GA"
541,2013,6-Apr-13,National,National Semifinal,4ÊMichigan,61,4ÊSyracuse,56,,5,"Atlanta, GA"
542,2013,6-Apr-13,National,National Semifinal,1ÊLouisville,72,9ÊWichita State,68,,4,"Atlanta, GA"
543,2013,31-Mar-13,South,Regional Final,4ÊMichigan,79,3ÊFlorida,59,,20,"Arlington, TX"
544,2013,31-Mar-13,Midwest,Regional Final,1ÊLouisville,85,2ÊDuke,63,,22,"Indianapolis, IN"
545,2013,31-Mar-13,South,Regional Final,3ÊFlorida,59,4ÊMichigan,79,,-20,"Arlington, TX"
546,2013,31-Mar-13,Midwest,Regional Final,2ÊDuke,63,1ÊLouisville,85,,-22,"Indianapolis, IN"
547,2013,30-Mar-13,West,Regional Final,9ÊWichita State,70,2ÊOhio State,66,,4,"Los Angeles, CA"
548,2013,30-Mar-13,East,Regional Final,4ÊSyracuse,55,3ÊMarquette,39,,16,"Washington, DC"
549,2013,30-Mar-13,West,Regional Final,2ÊOhio State,66,9ÊWichita State,70,,-4,"Los Angeles, CA"
550,2013,30-Mar-13,East,Regional Final,3ÊMarquette,39,4ÊSyracuse,55,,-16,"Washington, DC"
551,2013,29-Mar-13,Midwest,Regional Semifinal,12ÊOregon,69,1ÊLouisville,77,,-8,"Indianapolis, IN"
552,2013,29-Mar-13,Midwest,Regional Semifinal,3ÊMichigan State,61,2ÊDuke,71,,-10,"Indianapolis, IN"
553,2013,29-Mar-13,South,Regional Semifinal,4ÊMichigan,87,1ÊKansas,85,OT,2,"Arlington, TX"
554,2013,29-Mar-13,Midwest,Regional Semifinal,1ÊLouisville,77,12ÊOregon,69,,8,"Indianapolis, IN"
555,2013,29-Mar-13,South,Regional Semifinal,1ÊKansas,85,4ÊMichigan,87,OT,-2,"Arlington, TX"
556,2013,29-Mar-13,South,Regional Semifinal,15ÊFlorida Gulf Coast,50,3ÊFlorida,62,,-12,"Arlington, TX"
557,2013,29-Mar-13,South,Regional Semifinal,3ÊFlorida,62,15ÊFlorida Gulf Coast,50,,12,"Arlington, TX"
558,2013,29-Mar-13,Midwest,Regional Semifinal,2ÊDuke,71,3ÊMichigan State,61,,10,"Indianapolis, IN"
559,2013,28-Mar-13,West,Regional Semifinal,9ÊWichita State,72,13ÊLa Salle,58,,14,"Los Angeles, CA"
560,2013,28-Mar-13,East,Regional Semifinal,4ÊSyracuse,61,1ÊIndiana,50,,11,"Washington, DC"
561,2013,28-Mar-13,West,Regional Semifinal,2ÊOhio State,73,6ÊArizona,70,,3,"Los Angeles, CA"
562,2013,28-Mar-13,East,Regional Semifinal,2ÊMiami (FL),61,3ÊMarquette,71,,-10,"Washington, DC"
563,2013,28-Mar-13,East,Regional Semifinal,3ÊMarquette,71,2ÊMiami (FL),61,,10,"Washington, DC"
564,2013,28-Mar-13,West,Regional Semifinal,13ÊLa Salle,58,9ÊWichita State,72,,-14,"Los Angeles, CA"
565,2013,28-Mar-13,East,Regional Semifinal,1ÊIndiana,50,4ÊSyracuse,61,,-11,"Washington, DC"
566,2013,28-Mar-13,West,Regional Semifinal,6ÊArizona,70,2ÊOhio State,73,,-3,"Los Angeles, CA"
567,2013,24-Mar-13,East,Third Round,9ÊTemple,52,1ÊIndiana,58,,-6,"Dayton, OH"
568,2013,24-Mar-13,South,Third Round,7ÊSan Diego State,71,15ÊFlorida Gulf Coast,81,,-10,"Philadelphia, PA"
569,2013,24-Mar-13,West,Third Round,2ÊOhio State,78,10ÊIowa State,75,,3,"Dayton, OH"
570,2013,24-Mar-13,South,Third Round,8ÊNorth Carolina,58,1ÊKansas,70,,-12,"Kansas City, MO"
571,2013,24-Mar-13,West,Third Round,12ÊMississippi,74,13ÊLa Salle,76,,-2,"Kansas City, MO"
572,2013,24-Mar-13,South,Third Round,11ÊMinnesota,64,3ÊFlorida,78,,-14,"Austin, TX"
573,2013,24-Mar-13,East,Third Round,2ÊMiami (FL),63,7ÊIllinois,59,,4,"Austin, TX"
574,2013,24-Mar-13,West,Third Round,13ÊLa Salle,76,12ÊMississippi,74,,2,"Kansas City, MO"
575,2013,24-Mar-13,South,Third Round,1ÊKansas,70,8ÊNorth Carolina,58,,12,"Kansas City, MO"
576,2013,24-Mar-13,West,Third Round,10ÊIowa State,75,2ÊOhio State,78,,-3,"Dayton, OH"
577,2013,24-Mar-13,East,Third Round,1ÊIndiana,58,9ÊTemple,52,,6,"Dayton, OH"
578,2013,24-Mar-13,East,Third Round,7ÊIllinois,59,2ÊMiami (FL),63,,-4,"Austin, TX"
579,2013,24-Mar-13,South,Third Round,15ÊFlorida Gulf Coast,81,7ÊSan Diego State,71,,10,"Philadelphia, PA"
580,2013,24-Mar-13,South,Third Round,3ÊFlorida,78,11ÊMinnesota,64,,14,"Austin, TX"
581,2013,24-Mar-13,Midwest,Third Round,2ÊDuke,66,7ÊCreighton,50,,16,"Philadelphia, PA"
582,2013,24-Mar-13,Midwest,Third Round,7ÊCreighton,50,2ÊDuke,66,,-16,"Philadelphia, PA"
583,2013,23-Mar-13,West,Third Round,9ÊWichita State,76,1ÊGonzaga,70,,6,"Salt Lake City, UT"
584,2013,23-Mar-13,South,Third Round,5ÊVirginia Commonwealth,53,4ÊMichigan,78,,-25,"Auburn Hills, MI"
585,2013,23-Mar-13,East,Third Round,4ÊSyracuse,66,12ÊCalifornia,60,,6,"San Jose, CA"
586,2013,23-Mar-13,Midwest,Third Round,4ÊSaint Louis,57,12ÊOregon,74,,-17,"San Jose, CA"
587,2013,23-Mar-13,Midwest,Third Round,12ÊOregon,74,4ÊSaint Louis,57,,17,"San Jose, CA"
588,2013,23-Mar-13,Midwest,Third Round,3ÊMichigan State,70,6ÊMemphis,48,,22,"Auburn Hills, MI"
589,2013,23-Mar-13,South,Third Round,4ÊMichigan,78,5ÊVirginia Commonwealth,53,,25,"Auburn Hills, MI"
590,2013,23-Mar-13,Midwest,Third Round,6ÊMemphis,48,3ÊMichigan State,70,,-22,"Auburn Hills, MI"
591,2013,23-Mar-13,East,Third Round,3ÊMarquette,74,6ÊButler,72,,2,"Lexington, KY"
592,2013,23-Mar-13,Midwest,Third Round,1ÊLouisville,82,8ÊColorado State,56,,26,"Lexington, KY"
593,2013,23-Mar-13,West,Third Round,14ÊHarvard,51,6ÊArizona,74,,-23,"Salt Lake City, UT"
594,2013,23-Mar-13,West,Third Round,1ÊGonzaga,70,9ÊWichita State,76,,-6,"Salt Lake City, UT"
595,2013,23-Mar-13,Midwest,Third Round,8ÊColorado State,56,1ÊLouisville,82,,-26,"Lexington, KY"
596,2013,23-Mar-13,East,Third Round,12ÊCalifornia,60,4ÊSyracuse,66,,-6,"San Jose, CA"
597,2013,23-Mar-13,East,Third Round,6ÊButler,72,3ÊMarquette,74,,-2,"Lexington, KY"
598,2013,23-Mar-13,West,Third Round,6ÊArizona,74,14ÊHarvard,51,,23,"Salt Lake City, UT"
599,2013,22-Mar-13,West,Second Round,5ÊWisconsin,46,12ÊMississippi,57,,-11,"Kansas City, MO"
600,2013,22-Mar-13,South,Second Round,16ÊWestern Kentucky,57,1ÊKansas,64,,-7,"Kansas City, MO"
