Rk,Year,Date,Region,Round,School,PTS,Opponent,PTS,OT,Diff,Location
1146,2009,20-Mar-09,Midwest,First Round,14ÊNorth Dakota State,74,3ÊKansas,84,,-10,"Minneapolis, MN"
1147,2009,20-Mar-09,Midwest,First Round,16ÊMorehead State,54,1ÊLouisville,74,,-20,"Dayton, OH"
1148,2009,20-Mar-09,West,First Round,3ÊMissouri,78,14ÊCornell,59,,19,"Boise, ID"
1149,2009,20-Mar-09,Midwest,First Round,2ÊMichigan State,77,15ÊRobert Morris,62,,15,"Minneapolis, MN"
1150,2009,20-Mar-09,West,First Round,6ÊMarquette,58,11ÊUtah State,57,,1,"Boise, ID"
1151,2009,20-Mar-09,Midwest,First Round,1ÊLouisville,74,16ÊMorehead State,54,,20,"Dayton, OH"
1152,2009,20-Mar-09,Midwest,First Round,3ÊKansas,84,14ÊNorth Dakota State,74,,10,"Minneapolis, MN"
1153,2009,20-Mar-09,East,First Round,5ÊFlorida State,59,12ÊWisconsin,61,OT,-2,"Boise, ID"
1154,2009,20-Mar-09,East,First Round,16ÊEast Tennessee State,62,1ÊPittsburgh,72,,-10,"Dayton, OH"
1155,2009,20-Mar-09,Midwest,First Round,11ÊDayton,68,6ÊWest Virginia,60,,8,"Minneapolis, MN"
1156,2009,20-Mar-09,West,First Round,14ÊCornell,59,3ÊMissouri,78,,-19,"Boise, ID"
1157,2009,20-Mar-09,Midwest,First Round,13ÊCleveland State,84,4ÊWake Forest,69,,15,"Miami, FL"
1158,2009,20-Mar-09,Midwest,First Round,7ÊBoston College,55,10ÊSouthern California,72,,-17,"Minneapolis, MN"
1159,2009,20-Mar-09,South,First Round,6ÊArizona State,66,11ÊTemple,57,,9,"Miami, FL"
1160,2009,20-Mar-09,Midwest,First Round,12ÊArizona,84,5ÊUtah,71,,13,"Miami, FL"
1161,2009,19-Mar-09,South,First Round,12ÊWestern Kentucky,76,5ÊIllinois,72,,4,"Portland, OR"
1162,2009,19-Mar-09,West,First Round,4ÊWashington,71,13ÊMississippi State,58,,13,"Portland, OR"
1163,2009,19-Mar-09,East,First Round,11ÊVirginia Commonwealth,64,6ÊUCLA,65,,-1,"Philadelphia, PA"
1164,2009,19-Mar-09,East,First Round,3ÊVillanova,80,14ÊAmerican,67,,13,"Philadelphia, PA"
1165,2009,19-Mar-09,East,First Round,6ÊUCLA,65,11ÊVirginia Commonwealth,64,,1,"Philadelphia, PA"
1166,2009,19-Mar-09,West,First Round,9ÊTexas A&M,79,8ÊBrigham Young,66,,13,"Philadelphia, PA"
1167,2009,19-Mar-09,East,First Round,7ÊTexas,76,10ÊMinnesota,62,,14,"Greensboro, NC"
1168,2009,19-Mar-09,South,First Round,16ÊRadford,58,1ÊNorth Carolina,101,,-43,"Greensboro, NC"
1169,2009,19-Mar-09,West,First Round,5ÊPurdue,61,12ÊNorthern Iowa,56,,5,"Portland, OR"
1170,2009,19-Mar-09,South,First Round,2ÊOklahoma,82,15ÊMorgan State,54,,28,"Kansas City, MO"
1171,2009,19-Mar-09,West,First Round,12ÊNorthern Iowa,56,5ÊPurdue,61,,-5,"Portland, OR"
1172,2009,19-Mar-09,South,First Round,1ÊNorth Carolina,101,16ÊRadford,58,,43,"Greensboro, NC"
1173,2009,19-Mar-09,South,First Round,15ÊMorgan State,54,2ÊOklahoma,82,,-28,"Kansas City, MO"
1174,2009,19-Mar-09,West,First Round,13ÊMississippi State,58,4ÊWashington,71,,-13,"Portland, OR"
1175,2009,19-Mar-09,East,First Round,10ÊMinnesota,62,7ÊTexas,76,,-14,"Greensboro, NC"
1176,2009,19-Mar-09,South,First Round,10ÊMichigan,62,7ÊClemson,59,,3,"Kansas City, MO"
1177,2009,19-Mar-09,West,First Round,2ÊMemphis,81,15ÊCal State Northridge,70,,11,"Kansas City, MO"
1178,2009,19-Mar-09,West,First Round,10ÊMaryland,84,7ÊCalifornia,71,,13,"Kansas City, MO"
1179,2009,19-Mar-09,South,First Round,8ÊLouisiana State,75,9ÊButler,71,,4,"Greensboro, NC"
1180,2009,19-Mar-09,South,First Round,5ÊIllinois,72,12ÊWestern Kentucky,76,,-4,"Portland, OR"
1181,2009,19-Mar-09,South,First Round,4ÊGonzaga,77,13ÊAkron,64,,13,"Portland, OR"
1182,2009,19-Mar-09,East,First Round,2ÊDuke,86,15ÊBinghamton,62,,24,"Greensboro, NC"
1183,2009,19-Mar-09,West,First Round,1ÊConnecticut,103,16ÊChattanooga,47,,56,"Philadelphia, PA"
1184,2009,19-Mar-09,South,First Round,7ÊClemson,59,10ÊMichigan,62,,-3,"Kansas City, MO"
1185,2009,19-Mar-09,West,First Round,16ÊChattanooga,47,1ÊConnecticut,103,,-56,"Philadelphia, PA"
1186,2009,19-Mar-09,West,First Round,7ÊCalifornia,71,10ÊMaryland,84,,-13,"Kansas City, MO"
1187,2009,19-Mar-09,West,First Round,15ÊCal State Northridge,70,2ÊMemphis,81,,-11,"Kansas City, MO"
1188,2009,19-Mar-09,South,First Round,9ÊButler,71,8ÊLouisiana State,75,,-4,"Greensboro, NC"
1189,2009,19-Mar-09,West,First Round,8ÊBrigham Young,66,9ÊTexas A&M,79,,-13,"Philadelphia, PA"
1190,2009,19-Mar-09,East,First Round,15ÊBinghamton,62,2ÊDuke,86,,-24,"Greensboro, NC"
1191,2009,19-Mar-09,East,First Round,14ÊAmerican,67,3ÊVillanova,80,,-13,"Philadelphia, PA"
1192,2009,19-Mar-09,South,First Round,13ÊAkron,64,4ÊGonzaga,77,,-13,"Portland, OR"
1193,2009,17-Mar-09,Midwest,Opening Round,16ÊMorehead State,58,16ÊAlabama State,43,,15,"Dayton, OH"
1194,2009,17-Mar-09,Midwest,Opening Round,16ÊAlabama State,43,16ÊMorehead State,58,,-15,"Dayton, OH"
1195,2008,7-Apr-08,National,National Final,1ÊMemphis,68,1ÊKansas,75,OT,-7,"San Antonio, TX"
1196,2008,7-Apr-08,National,National Final,1ÊKansas,75,1ÊMemphis,68,OT,7,"San Antonio, TX"
1197,2008,5-Apr-08,National,National Semifinal,1ÊUCLA,63,1ÊMemphis,78,,-15,"San Antonio, TX"
1198,2008,5-Apr-08,National,National Semifinal,1ÊNorth Carolina,66,1ÊKansas,84,,-18,"San Antonio, TX"
1199,2008,5-Apr-08,National,National Semifinal,1ÊMemphis,78,1ÊUCLA,63,,15,"San Antonio, TX"
1200,2008,5-Apr-08,National,National Semifinal,1ÊKansas,84,1ÊNorth Carolina,66,,18,"San Antonio, TX"
