Rk,Year,Date,Region,Round,School,PTS,Opponent,PTS,OT,Diff,Location
1058,2010,18-Mar-10,Midwest,First Round,1ÊKansas,90,16ÊLehigh,74,,16,"Oklahoma City, OK"
1059,2010,18-Mar-10,Midwest,First Round,3ÊGeorgetown,83,14ÊOhio,97,,-14,"Providence, RI"
1060,2010,18-Mar-10,West,First Round,10ÊFlorida,92,7ÊBrigham Young,99,2OT,-7,"Oklahoma City, OK"
1061,2010,18-Mar-10,East,First Round,16ÊEast Tennessee State,71,1ÊKentucky,100,,-29,"New Orleans, LA"
1062,2010,18-Mar-10,West,First Round,5ÊButler,77,12ÊTexas-El Paso,59,,18,"San Jose, CA"
1063,2010,18-Mar-10,West,First Round,7ÊBrigham Young,99,10ÊFlorida,92,2OT,7,"Oklahoma City, OK"
1064,2010,18-Mar-10,South,First Round,3ÊBaylor,68,14ÊSam Houston State,59,,9,"New Orleans, LA"
1065,2010,16-Mar-10,South,Opening Round,16ÊWinthrop,44,16ÊArkansas-Pine Bluff,61,,-17,"Dayton, OH"
1066,2010,16-Mar-10,South,Opening Round,16ÊArkansas-Pine Bluff,61,16ÊWinthrop,44,,17,"Dayton, OH"
1067,2009,6-Apr-09,National,National Final,1ÊNorth Carolina,89,2ÊMichigan State,72,,17,"Detroit, MI"
1068,2009,6-Apr-09,National,National Final,2ÊMichigan State,72,1ÊNorth Carolina,89,,-17,"Detroit, MI"
1069,2009,4-Apr-09,National,National Semifinal,3ÊVillanova,69,1ÊNorth Carolina,83,,-14,"Detroit, MI"
1070,2009,4-Apr-09,National,National Semifinal,1ÊNorth Carolina,83,3ÊVillanova,69,,14,"Detroit, MI"
1071,2009,4-Apr-09,National,National Semifinal,2ÊMichigan State,82,1ÊConnecticut,73,,9,"Detroit, MI"
1072,2009,4-Apr-09,National,National Semifinal,1ÊConnecticut,73,2ÊMichigan State,82,,-9,"Detroit, MI"
1073,2009,29-Mar-09,South,Regional Final,2ÊOklahoma,60,1ÊNorth Carolina,72,,-12,"Memphis, TN"
1074,2009,29-Mar-09,South,Regional Final,1ÊNorth Carolina,72,2ÊOklahoma,60,,12,"Memphis, TN"
1075,2009,29-Mar-09,Midwest,Regional Final,2ÊMichigan State,64,1ÊLouisville,52,,12,"Indianapolis, IN"
1076,2009,29-Mar-09,Midwest,Regional Final,1ÊLouisville,52,2ÊMichigan State,64,,-12,"Indianapolis, IN"
1077,2009,28-Mar-09,East,Regional Final,3ÊVillanova,78,1ÊPittsburgh,76,,2,"Boston, MA"
1078,2009,28-Mar-09,East,Regional Final,1ÊPittsburgh,76,3ÊVillanova,78,,-2,"Boston, MA"
1079,2009,28-Mar-09,West,Regional Final,3ÊMissouri,75,1ÊConnecticut,82,,-7,"Glendale, AZ"
1080,2009,28-Mar-09,West,Regional Final,1ÊConnecticut,82,3ÊMissouri,75,,7,"Glendale, AZ"
1081,2009,27-Mar-09,South,Regional Semifinal,3ÊSyracuse,71,2ÊOklahoma,84,,-13,"Memphis, TN"
1082,2009,27-Mar-09,South,Regional Semifinal,2ÊOklahoma,84,3ÊSyracuse,71,,13,"Memphis, TN"
1083,2009,27-Mar-09,South,Regional Semifinal,1ÊNorth Carolina,98,4ÊGonzaga,77,,21,"Memphis, TN"
1084,2009,27-Mar-09,Midwest,Regional Semifinal,2ÊMichigan State,67,3ÊKansas,62,,5,"Indianapolis, IN"
1085,2009,27-Mar-09,Midwest,Regional Semifinal,1ÊLouisville,103,12ÊArizona,64,,39,"Indianapolis, IN"
1086,2009,27-Mar-09,Midwest,Regional Semifinal,3ÊKansas,62,2ÊMichigan State,67,,-5,"Indianapolis, IN"
1087,2009,27-Mar-09,South,Regional Semifinal,4ÊGonzaga,77,1ÊNorth Carolina,98,,-21,"Memphis, TN"
1088,2009,27-Mar-09,Midwest,Regional Semifinal,12ÊArizona,64,1ÊLouisville,103,,-39,"Indianapolis, IN"
1089,2009,26-Mar-09,East,Regional Semifinal,4ÊXavier,55,1ÊPittsburgh,60,,-5,"Boston, MA"
1090,2009,26-Mar-09,East,Regional Semifinal,3ÊVillanova,77,2ÊDuke,54,,23,"Boston, MA"
1091,2009,26-Mar-09,West,Regional Semifinal,5ÊPurdue,60,1ÊConnecticut,72,,-12,"Glendale, AZ"
1092,2009,26-Mar-09,East,Regional Semifinal,1ÊPittsburgh,60,4ÊXavier,55,,5,"Boston, MA"
1093,2009,26-Mar-09,West,Regional Semifinal,3ÊMissouri,102,2ÊMemphis,91,,11,"Glendale, AZ"
1094,2009,26-Mar-09,West,Regional Semifinal,2ÊMemphis,91,3ÊMissouri,102,,-11,"Glendale, AZ"
1095,2009,26-Mar-09,East,Regional Semifinal,2ÊDuke,54,3ÊVillanova,77,,-23,"Boston, MA"
1096,2009,26-Mar-09,West,Regional Semifinal,1ÊConnecticut,72,5ÊPurdue,60,,12,"Glendale, AZ"
1097,2009,22-Mar-09,East,Second Round,4ÊXavier,60,12ÊWisconsin,49,,11,"Boise, ID"
1098,2009,22-Mar-09,East,Second Round,12ÊWisconsin,49,4ÊXavier,60,,-11,"Boise, ID"
1099,2009,22-Mar-09,South,Second Round,3ÊSyracuse,78,6ÊArizona State,67,,11,"Miami, FL"
1100,2009,22-Mar-09,Midwest,Second Round,10ÊSouthern California,69,2ÊMichigan State,74,,-5,"Minneapolis, MN"
